duration,fwd_mean_header_bytes,packets_IAT_mean,fwd_packets_IAT_median,total_header_bytes,fwd_median_header_bytes,packet_IAT_max,fwd_packets_IAT_mode,max_header_bytes,fwd_mode_header_bytes,packet_IAT_min,bwd_packets_IAT_total,min_header_bytes,fwd_init_win_bytes,packet_IAT_total,handshake_duration,mean_header_bytes,packets_rate,packets_IAT_median,mean_packets_delta_time,median_header_bytes,bwd_packets_rate,packets_IAT_mode,variance_packets_delta_time,mode_header_bytes,fwd_packets_rate,fwd_packets_IAT_mean,std_packets_delta_time,fwd_total_header_bytes,syn_flag_percentage_in_total,fwd_packets_IAT_max,median_packets_delta_time,fwd_max_header_bytes,ack_flag_percentage_in_total,fwd_packets_IAT_min,median_bwd_packets_delta_time,fwd_min_header_bytes,fwd_syn_flag_percentage_in_total,fwd_packets_IAT_total,median_fwd_packets_delta_time,label,activity
5.1707883,24.12963,0.0,0.0,382,32.65782,316421.44,167340.2,36,36.0,-1.1920929e-06,0.0,36,29254,463193.12,-1.0,37.30511,27.84977,458204.34,0.6536069,36.0,13.688455,856766.7,3.6901054,36.0,10.82022,0.0,0.21354227,310,0.999924,34156.402,0.070380434,36,0.0,1627700.8,0.0,36,0.99880207,444570.38,0.26158386,Benign,Benign-SSH
0.0,23.998405,357777.56,1702851300.0,61,24.00847,0.0,1703023200.0,24,24.0,80179.266,1702306600.0,20,65535,0.0,-1.0,21.997726,63946.23,43966.707,0.054240007,22.0,12526.781,659255.44,1.3216697,24.0,35054.047,1702704900.0,0.0,7,0.49916324,1703023200.0,0.015147326,24,0.5002195,1702928500.0,0.0,24,0.499719,1702716700.0,0.0,Benign,Benign
0.0032348558,40.010567,1702924900.0,1702790300.0,28,39.988888,1702548600.0,1702751000.0,40,40.0,1703023200.0,0.0,40,64283,1702857300.0,-1.0,40.00605,0.0,1702896000.0,0.030749323,40.0,0.0,1702680200.0,0.0,40.0,0.0,1702896100.0,0.0,45,1.0,1702860800.0,0.030834597,40,0.00039427387,1702747800.0,0.0,40,1.0,1702829700.0,0.027809452,Attack,Attack-TCP-BYPass-V1
16.617468,31.354822,0.0,0.0,309,32.2681,219397.77,550788.94,32,32.0,155880.06,0.0,20,64242,8522.915,-0.9980002,27.722923,29.082361,0.0,130.34273,32.0,5.560175,656170.25,47.95524,32.0,11.601494,0.0,0.22245893,154,0.0,1109006.8,52.408306,32,0.3399867,1317377.0,0.15107182,32,0.0,413810.75,117.341576,Benign,Benign-Web_Browsing_HTTP-S
0.0029842907,39.989918,1702938000.0,1702627000.0,52,39.978,1702810400.0,1702524900.0,40,40.0,1702962200.0,0.0,40,64229,1702875900.0,-0.99991167,39.995586,0.0,1702731800.0,0.0,40.0,0.0,1702721500.0,0.0,40.0,0.0,1702716200.0,0.0,40,0.99989283,1702891500.0,0.029151836,40,1.5499427e-05,1702892500.0,0.0,40,1.0,1702842600.0,0.001797932,Attack,Attack-TCP-BYPass-V1
0.0,19.984772,1702697700.0,1703023200.0,20,19.991714,1702651900.0,1702759300.0,20,20.0,1702842200.0,0.0,20,1125,1702501600.0,-1.0,20.0,0.0,1702760800.0,0.020134259,20.0,0.0,1703023200.0,1.4307948,20.0,2.1005142,1702949900.0,0.0,8,0.9997212,1702826900.0,0.0,20,0.00024177459,1702819800.0,0.0,20,0.99968785,1702707700.0,0.015074631,Benign,Benign
16.335442,39.78363,0.0,0.0,312,20.013887,756853.06,833204.1,32,20.0,-1.1920929e-06,92183.31,20,8246,0.0,-0.99759287,26.779997,0.0,0.0,158.1315,20.0,0.0,722456.56,47.937916,20.0,0.0,0.0,0.22247079,167,0.6630945,562780.06,55.629955,32,0.34023482,1507366.8,0.15828197,20,0.32851714,266750.94,105.72441,Benign,Benign-Systemic
0.0,23.989017,1702700200.0,1702890500.0,20,23.988401,1702475100.0,1702766800.0,24,24.0,1702579200.0,159822.17,24,1088,1702728000.0,-1.0,23.992756,0.0,1702625800.0,0.0,24.0,0.0,1703023200.0,0.0,24.0,0.0,1702770800.0,0.0,19,0.9995354,1702758100.0,0.0,24,0.0,1702792000.0,0.0,24,0.9997878,1702438400.0,0.012261028,Benign,Benign
0.0024721292,39.990017,1702793000.0,1703023200.0,43,39.955677,1702719200.0,1702830100.0,40,40.0,1703023200.0,0.0,40,64261,1702876000.0,-1.0,39.990753,38.90723,1702573000.0,0.0,40.0,7.076743,1702827300.0,0.0,40.0,5.3750043,1702874600.0,0.0,33,1.0,1702991700.0,0.0,40,0.00017580664,1703023200.0,0.0,40,1.0,1702993200.0,0.0046520564,Attack,Attack-TCP-BYPass-V1
0.0,39.995533,1702861400.0,1702916500.0,31,40.0173,1703005800.0,1702896500.0,40,40.0,1703023200.0,0.0,40,64291,1703023200.0,-0.9997927,39.99606,0.0,1703023200.0,0.0,40.0,0.0,1702898300.0,0.0,40.0,0.0,1702625800.0,0.0,47,0.99982774,1703023200.0,0.033078898,40,6.2117506e-05,1702886100.0,0.0012245459,40,1.0,1703023200.0,0.03701111,Attack,Attack-TCP-BYPass-V1
35.89325,0.4130209,0.0,0.0,451,0.41775206,295393.06,368646.0,44,44.0,-1.1920929e-06,0.0,44,65535,310113.28,-1.0,40.483112,0.0,0.0,171.60854,32.0,22.422474,0.0,47.820007,32.0,10.566225,0.0,0.22230609,256,0.9995321,224265.9,1.314896,44,0.0,951785.44,0.0,28,1.0,347946.88,0.25928503,Suspicious,Suspicious
17.816116,31.384636,0.0,0.0,316,32.001465,621892.3,501380.88,32,32.0,-1.1920929e-06,10020.073,32,179,621243.3,-0.99994045,34.846817,0.0,466650.94,208.00543,32.0,0.93397766,297724.7,47.879307,32.0,8.274013,0.0,0.2224574,208,0.0,0.0,45.089027,32,0.9979313,684934.94,105.73607,32,0.0035530517,478696.2,0.25836733,Benign,Benign-Systemic
0.0,39.97594,1702618600.0,1702764400.0,20,39.99956,1702634900.0,1702710300.0,40,40.0,1703023200.0,0.0,40,64244,1703023200.0,-0.99994487,39.993855,0.0,1702801400.0,0.0,40.0,0.0,1702769300.0,0.12500758,40.0,0.0,1702910700.0,0.008334935,34,0.99994415,1702930400.0,0.002006997,40,0.0,1702762100.0,0.0,40,1.0,1702965500.0,0.018892992,Attack,Attack-TCP-BYPass-V1
13.259576,0.4010069,0.0,0.0,290,0.4154766,0.0,0.0,36,36.0,-1.1920929e-06,0.0,36,29575,0.0,-0.99987835,35.619602,51.929413,0.0,111.38956,36.0,20.87011,96359.03,7.80074,36.0,6.1984334,0.0,0.09997462,195,0.99937993,0.0,9.236422,36,7.561182e-05,-9.536743e-07,0.0,36,1.0,0.0,113.812386,Benign,Benign-Telnet
0.0,23.986238,1702708100.0,1702745000.0,20,23.995426,1702416500.0,1702431900.0,24,24.0,1702809900.0,0.0,24,1047,1702716700.0,-1.0,23.991707,0.0,1702836000.0,0.021083053,24.0,0.0,1702956700.0,0.0,24.0,0.0,1702656600.0,0.010584398,0,0.99996257,1702672400.0,0.0,24,0.0,1702687200.0,0.0,24,1.0,1702728100.0,0.012347173,Benign,Benign
0.0,39.98425,1702868400.0,1702777200.0,20,40.017685,1702824000.0,1702878800.0,40,40.0,1702927400.0,0.0,40,64274,1703023200.0,-1.0,39.998775,31.4033,1702461400.0,0.0030499953,40.0,3.3786716,1703023200.0,0.0,40.0,4.150432,1702521000.0,0.0,60,1.0,1702929300.0,0.0011596219,40,4.7604135e-05,1703023200.0,0.0,40,0.9998623,1702930400.0,0.013100483,Attack,Attack-TCP-BYPass-V1
0.0,0.0,1702659500.0,0.0,20,0.0,1702965800.0,0.0,20,0.0,1702556800.0,1702153600.0,20,77,1702877400.0,-1.0,20.001972,0.0,1702780300.0,0.008060063,20.0,0.0,1702597100.0,0.0,20.0,0.0,0.0,0.0,5,0.0,532256.44,0.01969987,0,1.0,-9.536743e-07,0.019044101,0,0.00078709534,0.0,0.003749707,Benign,Benign
0.3762324,24.118773,125120.65,0.0,776,20.01067,940372.44,378214.88,56,20.0,-1.1920929e-06,0.0,20,64153,0.0,-0.9960357,20.002188,34.17527,0.0,158.30191,20.0,29.099972,0.0,13.058785,20.0,1877.0905,0.0,0.22117464,316,0.0,1329291.0,0.19394185,56,1.0,707222.44,0.062090933,20,0.0002984322,688549.6,0.1151354,Benign,Benign-FTP
0.0,19.999231,1702592500.0,1702658300.0,20,19.983383,1703023200.0,1702620800.0,20,20.0,1702748000.0,0.0,20,1107,1702942100.0,-1.0,20.000935,96616.05,0.0,0.0,20.0,67887.38,1702915000.0,2.7762215,20.0,46324.438,1702669800.0,0.0,12,0.6666209,1702985900.0,0.018669097,20,0.33312815,1702670000.0,0.024954636,20,0.33215913,1702550300.0,0.0025087628,Benign,Benign
0.005647702,20.002264,1702606000.0,1703023200.0,20,20.000437,1702964100.0,1702291200.0,20,20.0,1703023200.0,0.0,20,1005,1703023200.0,-1.0,20.002237,32.85608,1702923300.0,0.0,20.0,0.0,1703023200.0,0.0,20.0,8.732224,1702622800.0,0.0,0,0.0,1702853200.0,0.0,20,1.0,1703023200.0,0.0,20,0.0,1702404400.0,0.00860484,Benign,Benign-Web_Browsing_HTTP-S
0.0012979909,24.0144,0.0,1702719900.0,78,24.000616,0.0,1703020300.0,24,24.0,507084.8,1701833100.0,20,65535,0.0,-0.9998906,22.005497,17460.898,0.0,0.08431153,22.0,12591.967,585758.6,1.304678,20.0,10177.457,1702516900.0,0.0,24,0.5000013,1702987400.0,0.06223918,24,0.4994895,1702707200.0,0.0,24,0.4996065,1702880400.0,0.0,Benign,Benign
0.0,0.0,1702493700.0,439881.84,20,0.0,1702803000.0,0.0,20,0.0,1702410500.0,1703023200.0,20,34,1702996200.0,-0.9998663,20.0,3.3526428,1702470500.0,0.0,20.0,0.0,1702711000.0,0.0,20.0,2.6048388,0.0,0.0,0,0.0,145987.81,0.010034751,0,0.99936336,-9.536743e-07,0.0035974486,0,0.00032912884,0.0,0.008544524,Benign,Benign
0.0,40.020786,43249.254,1702811100.0,65,39.96912,253701.03,1702881800.0,40,40.0,516088.97,1702396400.0,20,64156,967353.4,-0.9996613,40.010677,18768.957,150761.03,0.06382881,30.0,9046.026,1702778400.0,1.1460501,20.0,6516.138,1702742300.0,0.019102328,74,1.0,1703023200.0,0.043222606,40,0.49988374,1703023200.0,0.0,40,0.50007045,1702810500.0,0.008637784,Attack,Attack-TCP-Flag-OSYN
0.0,32.094982,1702982700.0,1702603800.0,29,31.825977,1702571100.0,1702382600.0,32,32.0,1702403500.0,0.0,32,474,1702279400.0,-0.99975455,32.93296,0.0,1702427900.0,0.0,32.0,3.2036963,1703023200.0,0.0,32.0,4.5477414,1702161900.0,0.0030880962,20,0.0,1702638300.0,0.033227045,32,0.9986446,1702653300.0,0.0,32,0.0004980505,1702242000.0,0.04660594,Benign,Benign-SSH
0.0022396946,23.991377,0.0,1702841000.0,38,24.007133,15327.478,1702844400.0,24,24.0,-1.1920929e-06,0.0,24,970,0.0,-1.0,24.000246,0.0,0.0,0.11572241,24.0,6.073683,0.0,1.5716926,24.0,7.8461967,0.0,0.09333173,53,1.0,455990.88,0.113066085,24,0.0003151228,1702722600.0,0.016352147,24,1.0,1702513700.0,0.084942624,Benign,Benign
21.302122,32.689686,0.0,1378485.4,414,32.255074,301076.3,616051.0,36,32.0,-1.1920929e-06,0.0,32,64092,1309385.1,-0.99687016,35.676193,25.02273,259053.52,122.95905,32.0,0.0,675652.8,48.135815,32.0,0.0,0.0,0.22249185,260,0.99431306,0.0,7.4564767,36,0.004887049,2181654.5,0.17072147,32,0.9940323,1236605.0,0.059558097,Benign,Benign-Systemic
0.12005095,0.0,0.0,0.0,26,0.083647616,0.0,350059.53,20,0.0,-1.1920929e-06,0.0,20,0,326669.84,-0.9999325,20.005524,0.0,0.0,110.64905,20.0,11.849199,0.0,0.0,20.0,2.8853965,0.0,0.0,18,0.0,69923.055,110.58934,0,0.500706,1128420.9,110.460976,0,0.0,0.0,0.0,Attack,Attack-Killer-TCP
0.11116639,20.01384,1703023200.0,1702909600.0,20,20.003876,1702808400.0,1703023200.0,20,20.0,1702910200.0,76767.91,20,133,1703023200.0,-1.0,20.00394,26.271263,419378.6,68.301765,20.0,11.254422,0.0,7.1320424,20.0,2.4561799,1702954000.0,0.024087787,26,0.0,1702838700.0,0.0057279947,20,0.00035166222,1702942600.0,0.0,20,0.00017337358,1702853500.0,0.029211067,Attack,Attack-TCP-Flag-MIX
0.0005679803,0.0,1702899300.0,0.0,20,0.0,1702857600.0,0.0,20,20.0,1702708200.0,1703023200.0,20,203,1702858100.0,-1.0,20.0,13.90541,1702221000.0,0.0,20.0,0.0,1702504100.0,0.0,20.0,8.080396,0.0,0.0,1,0.0,98377.24,0.021795303,0,0.0001707967,649496.75,0.018254155,0,0.00013327098,0.0,0.0,Benign,Benign
0.0,20.019073,240282.38,0.0,77,20.00352,0.0,39446.168,20,20.0,43730.39,1701676000.0,20,1153,25352.781,-0.9999945,20.0,34407.4,302250.38,0.035829734,20.0,15616.708,584519.0,3.3267047,20.0,26506.178,0.0,0.017030815,46,0.6671858,23025.586,0.05300753,20,0.3337696,-9.536743e-07,0.0048447778,20,0.6646575,0.0,0.0069667664,Benign,Benign
0.0023080911,32.05773,0.0,1703023200.0,94,31.91777,1702700200.0,1702871600.0,32,32.0,1702807800.0,0.0,32,150,1702709200.0,-1.0,31.754032,0.0,0.0,0.071486734,32.0,0.0,1703023200.0,0.0,32.0,0.0,1702541200.0,0.01697583,40,0.0011257789,1702957600.0,0.033591427,32,0.3335263,1702904600.0,0.0012721955,32,0.00018014309,1702857000.0,0.015394261,Benign,Benign-Web_Browsing_HTTP-S
0.0020954136,39.99565,1702820100.0,1702758900.0,27,40.00667,1702409000.0,1702998400.0,40,40.0,1702852600.0,0.0,40,64242,1702717700.0,-1.0,39.991074,0.0,1702660600.0,0.0,40.0,0.0,1702797000.0,0.0,40.0,0.0,1702824400.0,0.0,43,0.99976295,1702848800.0,0.0,40,0.0,1703023200.0,0.0,40,1.0,1702849500.0,0.015868431,Attack,Attack-TCP-BYPass-V1
0.0,19.987547,0.0,0.0,20,19.986534,324721.1,344831.22,20,20.0,-1.1920929e-06,436648.0,20,1051,0.0,-1.0,20.0,8488.205,406063.53,0.19308703,20.0,0.0,165176.78,1.7860022,20.0,9853.134,36823.914,0.13884129,44,1.0,808584.9,0.19394866,20,0.0003526743,880585.25,0.021628533,20,0.9992609,440184.7,0.13877809,Benign,Benign
0.0,39.9954,1702831000.0,1702911000.0,43,39.98863,1702693500.0,1702748300.0,40,40.0,1702827500.0,0.0,40,64334,1702920000.0,-0.9999764,39.998367,0.0,1702761300.0,0.006319723,40.0,0.0,1702759200.0,0.0,40.0,0.0,1702820500.0,0.0,48,0.9999916,1702798700.0,0.0041991067,40,0.00018157087,1702891600.0,0.0,40,1.0,1702891400.0,0.02870601,Attack,Attack-TCP-BYPass-V1
0.005245308,0.040397003,30887.389,0.0,58,0.04717013,0.0,0.0,20,0.0,354914.53,0.0,20,40,237036.25,-1.0,20.000349,47569.48,409650.62,0.07999622,20.0,107967.59,51154.062,0.0,20.0,0.0,0.0,0.0,0,0.49866256,0.0,0.05814787,0,0.50199884,92046.92,0.055485755,0,0.0016511183,0.0,0.0,Benign,Benign-Systemic
0.008618538,19.994122,1702551300.0,1703023200.0,20,19.981148,1702895100.0,1702585200.0,20,20.0,1702322000.0,179500.38,20,1136,1702936700.0,-1.0,20.0,0.0,1702567400.0,0.0,20.0,0.07763757,1702769900.0,0.0,20.0,0.6703938,1702788000.0,0.0055724233,0,0.0,1702882000.0,0.0,20,1.0,1702987500.0,0.0,20,0.0,1702808300.0,0.0034537467,Benign,Benign
0.0,23.99686,1702620400.0,1703023200.0,37,23.98019,1702762100.0,1702790100.0,24,24.0,-1.1920929e-06,1702290000.0,20,65535,191629.3,-1.0,22.003084,14355.416,0.0,0.0053339214,22.0,4886.262,1702733800.0,0.0,20.0,0.0,1703001200.0,0.007992396,19,0.5003325,1702908500.0,0.015871877,24,0.5001597,1703023200.0,0.0,24,0.5005971,1702962200.0,0.0,Benign,Benign
0.0029424897,31.96463,1702776400.0,1702803300.0,20,31.86567,1702780700.0,1702711800.0,32,32.0,1702536200.0,0.0,32,385,1702296600.0,-1.0,32.536133,0.0,1702654300.0,0.0077694748,32.0,0.0,1702945500.0,0.39414352,32.0,0.0,1702409200.0,0.0,1,0.0,1702826400.0,0.049964625,32,1.0,1703023200.0,0.0,32,0.0,1702742800.0,0.025892178,Benign,Benign-SSH
0.0,23.994093,1702986900.0,1702789600.0,20,23.99326,1702674400.0,1702400400.0,24,24.0,1703023200.0,0.0,24,65410,1702909400.0,-1.0,24.00296,0.0,1702184200.0,0.0,24.0,0.0,1703023200.0,3.646957,24.0,10.692318,1702650500.0,0.0,0,1.0,1702833200.0,0.015966011,24,0.0,1702866000.0,0.010578967,24,1.0,1702494600.0,0.024997361,Benign,Benign
0.0011251137,40.01332,1702770200.0,1702989400.0,51,40.007645,1702827800.0,1703023200.0,40,40.0,1702694700.0,0.0,40,64386,1703023200.0,-0.99974316,39.99886,4.212232,1702652700.0,0.0,40.0,0.0,1702671100.0,0.3683395,40.0,4.091468,1702843600.0,0.0,56,0.9993438,1703023200.0,0.03097123,40,0.0002546476,1703023200.0,0.0,40,0.9998609,1703023200.0,0.022190852,Benign,Benign
0.13186422,0.015513254,465041.62,0.0,21,0.061023887,209543.7,177727.16,20,0.0,-1.1920929e-06,0.0,20,0,232664.02,-0.9998271,20.005816,29.288712,0.0,109.79174,20.0,27.064394,0.0,0.0,20.0,0.86878407,0.0,0.0,2,0.0,0.0,110.190865,0,0.50039655,44867.742,108.126144,0,0.0,0.0,0.029661497,Suspicious,Suspicious
0.0,32.058216,0.0,1703023200.0,45,31.906666,0.0,1702969900.0,32,32.0,-1.1920929e-06,53319.64,32,65535,181186.45,-0.9997541,28.946354,104921.89,0.0,0.016459923,32.0,46539.1,583012.7,0.0,32.0,46719.934,1702825000.0,0.0023034895,36,0.66651225,1702845400.0,0.05858703,32,0.33372024,1702891000.0,0.032552656,32,0.3346095,1702540800.0,0.0,Benign,Benign
0.0,24.02763,550817.2,0.0,50,24.009491,153115.72,742924.4,24,24.0,661416.0,1702587600.0,20,65535,0.0,-1.0,22.67681,33014.98,316329.0,0.04161601,24.0,13098.775,1117576.5,3.7051978,24.0,26320.922,228201.89,0.03264617,56,0.6669932,854522.8,0.034881398,24,0.33320147,375606.3,0.0,24,0.6648107,40791.113,0.01468711,Benign,Benign
0.0032839244,19.99842,1702538000.0,1702914400.0,20,20.001114,171965.95,1702947000.0,20,20.0,74996.24,1703023200.0,20,1157,233217.23,-1.0,20.002005,5592.8813,296989.44,0.052111514,20.0,5169.5337,242715.38,0.0,20.0,5085.7476,1702956400.0,0.009163928,0,0.4993491,1703023200.0,0.05376643,20,0.49982205,1702925000.0,0.00027994715,20,0.5002852,1702661900.0,0.0055794464,Benign,Benign
0.01585162,20.026081,0.0,1702559100.0,122,19.97512,446226.44,1702617200.0,20,20.0,254872.4,1701891800.0,20,903,0.0,-0.9995238,20.005636,21149.598,0.0,0.06717234,20.0,8768.735,0.0,4.327466,20.0,10022.472,1702680800.0,0.037474185,32,0.4996371,1702999700.0,0.123460725,20,0.5000368,1703014500.0,0.0,20,0.50156146,1702766300.0,0.0,Benign,Benign-Web_Browsing_HTTP-S
0.0,20.012293,1702462300.0,1702867000.0,20,20.00582,1702794500.0,1702570400.0,20,20.0,1702869900.0,0.0,20,1093,1702489300.0,-1.0,20.002018,0.0,1702471700.0,0.00015264488,20.0,0.0,1703023200.0,0.0,20.0,0.0,1702757600.0,0.0,0,0.9996428,1703023200.0,0.0067117005,20,0.0,1702949000.0,0.00848839,20,0.9998023,1702764000.0,0.0,Benign,Benign
9.8364725,20.079296,205124.55,0.0,221,20.003685,0.0,487210.62,32,20.0,-1.1920929e-06,434776.03,20,8835,0.0,-0.9971798,25.361723,23.258135,269228.12,129.9424,20.0,0.0,211187.95,48.021057,20.0,18.588125,0.0,0.22248536,47,0.6591182,814477.0,6.17426,32,0.33647984,1138605.1,114.68495,20,0.6585011,894882.6,104.19443,Attack,Attack-TCP-Flag-OSYNP
0.0,20.008312,1702554100.0,1702947000.0,53,19.997375,1702838100.0,1702524400.0,20,20.0,1702490400.0,61294.562,20,65390,1702542800.0,-1.0,20.0,0.0,1702510100.0,0.0,20.0,0.6680552,1702386600.0,0.0,20.0,1.5275539,1702627600.0,0.004419448,35,0.99955344,1702849700.0,0.0,20,0.0006159061,1702750000.0,0.009520484,20,0.9997541,1702895500.0,0.0,Benign,Benign
0.0,40.00917,1703010700.0,1702736400.0,21,39.968475,1702854400.0,1702882600.0,40,40.0,1702872700.0,0.0,40,64317,1702963000.0,-1.0,39.999195,20.290516,1702691800.0,0.0,40.0,0.0,1702916100.0,0.0,40.0,0.0,1702896000.0,0.0,29,1.0,1703023200.0,0.008621336,40,9.3843184e-05,1702864900.0,0.0011523716,40,1.0,1702730400.0,0.022125328,Attack,Attack-TCP-BYPass-V1
0.0,19.986263,1702841600.0,1703023200.0,20,19.995926,1702660200.0,1702737000.0,20,20.0,1702923500.0,0.0,20,65261,1702736900.0,-1.0,20.0,0.0,1702481900.0,0.005820901,20.0,0.0,1702755100.0,0.0,20.0,0.0,1702301000.0,0.018185325,0,0.9991342,1702784500.0,0.0019428529,20,5.493358e-05,1702919400.0,0.0,20,1.0,1702674800.0,0.027783297,Suspicious,Suspicious
0.0008464746,19.993412,1702669200.0,1703023200.0,20,19.979324,1702496800.0,1702546300.0,20,20.0,1702377900.0,319491.4,20,1133,1702737900.0,-0.99984425,20.0,7.670113,1702339000.0,0.0,20.0,0.0,1702797600.0,0.0,20.0,7.3199987,1702578400.0,0.007014363,1,0.0004258183,1702914700.0,0.005375662,20,0.9998215,1702774500.0,0.0005707158,20,0.0,1702715500.0,0.0,Benign,Benign-Systemic
0.0,23.995913,1702990500.0,1702748800.0,20,23.991724,1702486700.0,1702619600.0,24,24.0,1703000000.0,0.0,24,65535,1702923800.0,-1.0,24.002949,10.354466,1702705200.0,0.0,24.0,0.2689083,1702829300.0,0.0,24.0,2.7703729,1702946300.0,0.0,0,0.00051090657,1703023200.0,0.029865451,24,0.00011427467,1702608500.0,0.0,24,0.0,1702524500.0,0.002303263,Benign,Benign-Telnet
0.001494506,19.991198,1703023200.0,1703023200.0,20,19.976822,1703023200.0,1702842000.0,20,20.0,1702830800.0,0.0,20,189,1702540800.0,-0.99984944,20.0,11.240532,1702966500.0,0.0,20.0,0.5725426,1703023200.0,0.0,20.0,2.8961143,1702667600.0,0.013168432,0,0.0004830796,1702730400.0,0.0,20,0.0004032428,1703023200.0,0.0,20,0.0,1702730500.0,0.0016906969,Suspicious,Suspicious
18.513933,31.298079,0.0,545531.1,359,32.04456,0.0,1168750.2,32,32.0,-1.1920929e-06,0.0,20,85,566370.94,-1.0,30.239634,0.0,424537.0,206.33377,32.0,0.0,911514.75,47.956398,32.0,0.60513234,0.0,0.22246763,224,0.999064,349054.62,0.7488438,32,0.0,775896.75,106.788994,28,1.0,539704.0,0.26008633,Suspicious,Suspicious
0.00020340487,23.984737,1703009500.0,1702689200.0,20,23.9929,1702954800.0,1702542300.0,24,24.0,1702603100.0,0.0,24,990,1702963500.0,-1.0,23.998405,0.0,1702423400.0,0.018447239,24.0,0.0,1702556400.0,0.0,24.0,8.933434,1702531800.0,0.008019608,19,0.99930143,1702594400.0,0.0,24,0.0,1702805100.0,0.0,24,0.9995032,1702886400.0,0.007972713,Benign,Benign
0.0059215636,32.033646,0.0,288897.25,170,32.03077,0.0,0.0,32,32.0,-1.1920929e-06,1702204200.0,20,85,0.0,-0.9996417,28.835794,52511.05,0.0,0.023964614,32.0,14582.237,270473.56,2.7660413,32.0,58737.527,0.0,0.045600973,96,0.0,117529.63,0.04074758,32,1.0,26193.732,0.0,32,0.0005969196,0.0,0.011708863,Benign,Benign-Web_Browsing_HTTP-S
0.0,40.004314,1702668900.0,1702570100.0,20,39.992924,1702608800.0,1702623900.0,40,40.0,1702904200.0,0.0,40,64246,1703023200.0,-1.0,39.990467,11.180172,1702780500.0,0.0,40.0,0.0,1702676200.0,0.0,40.0,0.0,1702907900.0,0.0,24,0.9992483,1702992400.0,0.0,40,0.0,1702957600.0,0.0,40,1.0,1702799500.0,0.028594682,Attack,Attack-TCP-BYPass-V1
0.0,24.000553,0.0,1702828200.0,35,23.991682,0.0,1702968700.0,24,24.0,-1.1920929e-06,1702217700.0,20,65535,0.0,-0.9999688,22.009481,19223.982,0.0,0.106575675,22.0,13185.653,152052.16,2.893597,20.0,10115.428,1702903900.0,0.0,14,0.500172,1702967800.0,0.069006465,24,0.50002563,1702852600.0,0.0,24,0.50000674,1702749400.0,0.0,Benign,Benign
0.00046008138,39.998535,1703023200.0,1703023200.0,20,39.990044,1702938000.0,1702860000.0,40,40.0,1703023200.0,0.0,40,64262,1702960600.0,-1.0,39.997444,0.0,1703023200.0,0.0,40.0,0.0,1702882400.0,0.0,40.0,0.0,1702901600.0,0.008219247,48,1.0,1703023200.0,0.003776831,40,0.00015325523,1703023200.0,0.0,40,0.9998114,1702924800.0,0.015464437,Attack,Attack-TCP-BYPass-V1
0.0,39.99076,1702573700.0,1702993700.0,20,39.98131,1703023200.0,1703023200.0,40,40.0,1702974200.0,0.0,40,64234,1703023200.0,-0.99998856,39.99787,0.0,1702813300.0,0.021110797,40.0,0.6753652,1702926600.0,0.0,40.0,0.0,1702739200.0,0.00069485896,32,0.9994693,1703023200.0,0.0,40,7.705888e-05,1702724000.0,0.0,40,1.0,1703023200.0,0.006258855,Attack,Attack-TCP-BYPass-V1
0.0,39.969116,1702832000.0,1703023200.0,20,39.99184,1702974100.0,1702984300.0,40,40.0,1703023200.0,0.0,40,64320,1703023200.0,-0.9999092,39.992718,0.0,1702527400.0,0.0143404715,40.0,0.0,1702986800.0,0.21809296,40.0,0.0,1702675000.0,0.0007622145,45,1.0,1703023200.0,0.016799822,40,5.658854e-05,1702731500.0,0.0,40,0.9999599,1703023200.0,0.008755454,Attack,Attack-TCP-BYPass-V1
0.001357084,0.0,1702889200.0,0.0,20,0.0,1702753700.0,0.0,20,0.0,1702543700.0,1703023200.0,20,0,1702591100.0,-0.9999689,20.00002,0.0,1702551800.0,0.0,20.0,0.0,1702988800.0,0.0,20.0,4.962203,0.0,0.0,0,0.0,230080.92,0.0,0,0.9995119,278774.28,0.0,0,0.0,0.0,0.010846447,Benign,Benign-Web_Browsing_HTTP-S
0.007202755,0.0,1702326700.0,163892.98,59,0.0,1703023200.0,0.0,20,0.0,1702595200.0,9884.315,20,0,1702533200.0,-0.9998309,20.0,2.1216955,1702627300.0,0.0018279152,20.0,2.2584016,1702679400.0,0.0,20.0,5.576995,0.0,0.0006228759,9,0.0,0.0,0.016741218,0,0.9988247,-9.536743e-07,0.016379984,0,0.00014802245,0.0,0.0,Benign,Benign
0.0,20.01398,1702977500.0,1702783600.0,20,20.000425,1703023200.0,1703019600.0,20,20.0,1702567000.0,0.0,20,16821,1702981400.0,-1.0,20.00257,0.0,1703017500.0,0.0,20.0,9.905996,1703023200.0,0.0,20.0,11.631006,1702897800.0,0.021365836,0,5.5954337e-05,1703009700.0,0.015686184,20,0.0003050265,1702814200.0,0.019089611,20,0.0,1702637000.0,0.0,Attack,Attack-TCP-Valid-SYN
0.0,32.041374,0.0,1702774700.0,82,31.914036,0.0,1703015200.0,32,32.0,438103.44,1701936900.0,20,65535,0.0,-0.9997569,25.751942,30891.29,268425.47,0.04863642,26.0,14057.331,890068.56,2.2873867,20.0,9338.004,1703006200.0,0.0,43,0.49989983,1703023200.0,0.115727074,32,0.49972147,1702819500.0,0.0057775434,32,0.4992277,1702876300.0,0.0151468245,Benign,Benign
